LYLTY_CARD_NBR,LIFESTAGE,PREMIUM_CUSTOMER
19065,MIDAGE SINGLES/COUPLES,Budget
19066,OLDER SINGLES/COUPLES,Mainstream
19067,OLDER SINGLES/COUPLES,Budget
19068,YOUNG SINGLES/COUPLES,Premium
19069,YOUNG SINGLES/COUPLES,Mainstream
19070,OLDER SINGLES/COUPLES,Premium
19071,YOUNG SINGLES/COUPLES,Premium
19072,MIDAGE SINGLES/COUPLES,Mainstream
19073,RETIREES,Premium
19074,RETIREES,Mainstream
19075,YOUNG SINGLES/COUPLES,Mainstream
19076,OLDER SINGLES/COUPLES,Budget
19077,YOUNG SINGLES/COUPLES,Mainstream
19078,OLDER SINGLES/COUPLES,Premium
19079,OLDER FAMILIES,Budget
19080,RETIREES,Premium
19081,OLDER FAMILIES,Premium
19082,OLDER FAMILIES,Mainstream
19083,RETIREES,Mainstream
19084,RETIREES,Budget
19085,MIDAGE SINGLES/COUPLES,Premium
19086,RETIREES,Budget
19087,YOUNG FAMILIES,Budget
19089,RETIREES,Mainstream
19090,RETIREES,Budget
19091,YOUNG SINGLES/COUPLES,Mainstream
19092,OLDER FAMILIES,Premium
19093,OLDER SINGLES/COUPLES,Premium
19094,YOUNG FAMILIES,Premium
19095,YOUNG SINGLES/COUPLES,Premium
19096,OLDER FAMILIES,Budget
19097,YOUNG SINGLES/COUPLES,Budget
19098,OLDER SINGLES/COUPLES,Budget
19099,YOUNG FAMILIES,Budget
19100,MIDAGE SINGLES/COUPLES,Premium
19101,YOUNG SINGLES/COUPLES,Budget
19102,RETIREES,Mainstream
19103,MIDAGE SINGLES/COUPLES,Mainstream
19104,YOUNG SINGLES/COUPLES,Mainstream
19105,RETIREES,Budget
19106,OLDER SINGLES/COUPLES,Budget
19107,YOUNG SINGLES/COUPLES,Mainstream
19108,OLDER SINGLES/COUPLES,Budget
19109,YOUNG SINGLES/COUPLES,Budget
19110,OLDER SINGLES/COUPLES,Mainstream
19111,OLDER FAMILIES,Premium
19112,OLDER SINGLES/COUPLES,Premium
19113,MIDAGE SINGLES/COUPLES,Premium
19114,RETIREES,Premium
19115,RETIREES,Mainstream
19116,RETIREES,Mainstream
19117,YOUNG FAMILIES,Budget
19118,RETIREES,Budget
19119,YOUNG SINGLES/COUPLES,Premium
19120,RETIREES,Premium
19121,YOUNG SINGLES/COUPLES,Budget
19122,YOUNG FAMILIES,Premium
19123,OLDER SINGLES/COUPLES,Budget
19124,RETIREES,Mainstream
19125,YOUNG SINGLES/COUPLES,Mainstream
19126,YOUNG SINGLES/COUPLES,Mainstream
19127,OLDER SINGLES/COUPLES,Premium
19128,OLDER SINGLES/COUPLES,Budget
19129,YOUNG FAMILIES,Premium
19130,OLDER SINGLES/COUPLES,Mainstream
19131,OLDER FAMILIES,Mainstream
19132,OLDER FAMILIES,Mainstream
19133,OLDER SINGLES/COUPLES,Premium
19134,YOUNG SINGLES/COUPLES,Mainstream
19135,RETIREES,Mainstream
19136,RETIREES,Premium
19137,YOUNG FAMILIES,Mainstream
19138,OLDER FAMILIES,Budget
19139,YOUNG SINGLES/COUPLES,Mainstream
19140,OLDER SINGLES/COUPLES,Mainstream
19141,RETIREES,Mainstream
19142,MIDAGE SINGLES/COUPLES,Premium
19143,YOUNG SINGLES/COUPLES,Mainstream
19144,YOUNG SINGLES/COUPLES,Mainstream
19145,OLDER FAMILIES,Mainstream
19146,OLDER SINGLES/COUPLES,Mainstream
19147,RETIREES,Mainstream
19148,OLDER SINGLES/COUPLES,Budget
19149,MIDAGE SINGLES/COUPLES,Budget
19150,OLDER FAMILIES,Budget
19151,RETIREES,Budget
19152,YOUNG SINGLES/COUPLES,Mainstream
19153,OLDER SINGLES/COUPLES,Mainstream
19154,YOUNG SINGLES/COUPLES,Mainstream
19155,OLDER SINGLES/COUPLES,Budget
19156,OLDER SINGLES/COUPLES,Mainstream
19157,OLDER FAMILIES,Budget
19158,OLDER FAMILIES,Budget
19159,OLDER SINGLES/COUPLES,Budget
19160,NEW FAMILIES,Mainstream
19161,YOUNG FAMILIES,Premium
19162,YOUNG SINGLES/COUPLES,Mainstream
19163,MIDAGE SINGLES/COUPLES,Mainstream
19164,OLDER SINGLES/COUPLES,Budget
19165,OLDER SINGLES/COUPLES,Budget
19166,MIDAGE SINGLES/COUPLES,Mainstream
19167,YOUNG FAMILIES,Budget
19168,YOUNG FAMILIES,Mainstream
19169,RETIREES,Mainstream
19170,YOUNG SINGLES/COUPLES,Mainstream
19171,OLDER SINGLES/COUPLES,Budget
19172,OLDER FAMILIES,Premium
19173,OLDER SINGLES/COUPLES,Mainstream
19174,YOUNG SINGLES/COUPLES,Mainstream
19175,RETIREES,Mainstream
19176,OLDER SINGLES/COUPLES,Budget
19177,OLDER FAMILIES,Budget
19178,RETIREES,Premium
19179,YOUNG SINGLES/COUPLES,Mainstream
19180,YOUNG SINGLES/COUPLES,Premium
19181,YOUNG SINGLES/COUPLES,Mainstream
19182,YOUNG SINGLES/COUPLES,Mainstream
19183,OLDER FAMILIES,Premium
19184,YOUNG FAMILIES,Premium
19185,OLDER FAMILIES,Budget
19186,NEW FAMILIES,Budget
19187,MIDAGE SINGLES/COUPLES,Mainstream
19188,RETIREES,Budget
19189,YOUNG FAMILIES,Mainstream
19191,OLDER SINGLES/COUPLES,Budget
19192,RETIREES,Mainstream
19193,YOUNG SINGLES/COUPLES,Premium
19194,YOUNG FAMILIES,Mainstream
19195,YOUNG SINGLES/COUPLES,Mainstream
19196,OLDER SINGLES/COUPLES,Premium
19197,YOUNG SINGLES/COUPLES,Premium
19198,YOUNG SINGLES/COUPLES,Premium
19200,OLDER SINGLES/COUPLES,Mainstream
19201,RETIREES,Mainstream
19202,MIDAGE SINGLES/COUPLES,Mainstream
19203,OLDER SINGLES/COUPLES,Budget
19204,YOUNG FAMILIES,Budget
19205,OLDER SINGLES/COUPLES,Mainstream
19206,OLDER SINGLES/COUPLES,Budget
19207,OLDER SINGLES/COUPLES,Mainstream
19208,YOUNG SINGLES/COUPLES,Mainstream
19209,OLDER SINGLES/COUPLES,Premium
19210,OLDER SINGLES/COUPLES,Budget
19211,YOUNG FAMILIES,Budget
19212,YOUNG SINGLES/COUPLES,Budget
19213,RETIREES,Premium
19214,RETIREES,Mainstream
19215,OLDER SINGLES/COUPLES,Premium
19216,OLDER SINGLES/COUPLES,Mainstream
19217,YOUNG SINGLES/COUPLES,Mainstream
19218,OLDER FAMILIES,Budget
19219,YOUNG SINGLES/COUPLES,Mainstream
19220,OLDER SINGLES/COUPLES,Budget
19221,YOUNG SINGLES/COUPLES,Mainstream
19222,YOUNG SINGLES/COUPLES,Mainstream
19223,RETIREES,Mainstream
19224,YOUNG SINGLES/COUPLES,Mainstream
19226,YOUNG FAMILIES,Premium
19227,OLDER SINGLES/COUPLES,Budget
19228,YOUNG SINGLES/COUPLES,Premium
19229,YOUNG FAMILIES,Premium
19230,RETIREES,Premium
19231,YOUNG FAMILIES,Budget
19232,OLDER SINGLES/COUPLES,Mainstream
19233,OLDER FAMILIES,Mainstream
19234,MIDAGE SINGLES/COUPLES,Budget
19235,YOUNG FAMILIES,Budget
19236,YOUNG FAMILIES,Premium
19237,OLDER FAMILIES,Mainstream
19238,RETIREES,Mainstream
19239,RETIREES,Budget
19240,RETIREES,Mainstream
19241,YOUNG FAMILIES,Mainstream
19242,NEW FAMILIES,Budget
19243,MIDAGE SINGLES/COUPLES,Mainstream
19244,RETIREES,Premium
19245,YOUNG SINGLES/COUPLES,Premium
19246,YOUNG SINGLES/COUPLES,Mainstream
19247,YOUNG SINGLES/COUPLES,Mainstream
19248,YOUNG SINGLES/COUPLES,Mainstream
19249,OLDER SINGLES/COUPLES,Budget
19250,YOUNG SINGLES/COUPLES,Mainstream
19251,RETIREES,Mainstream
19252,MIDAGE SINGLES/COUPLES,Mainstream
19253,RETIREES,Premium
19254,YOUNG SINGLES/COUPLES,Mainstream
19255,YOUNG FAMILIES,Mainstream
19256,OLDER SINGLES/COUPLES,Premium
19257,YOUNG SINGLES/COUPLES,Mainstream
19258,RETIREES,Premium
19259,RETIREES,Mainstream
19260,RETIREES,Budget
19261,MIDAGE SINGLES/COUPLES,Mainstream
19262,RETIREES,Budget
19263,YOUNG SINGLES/COUPLES,Budget
19264,OLDER SINGLES/COUPLES,Premium
19265,OLDER SINGLES/COUPLES,Mainstream
19266,OLDER SINGLES/COUPLES,Budget
19267,RETIREES,Budget
19268,RETIREES,Mainstream
19269,OLDER SINGLES/COUPLES,Premium
19270,YOUNG FAMILIES,Budget
19271,MIDAGE SINGLES/COUPLES,Premium
19272,MIDAGE SINGLES/COUPLES,Budget
19273,OLDER SINGLES/COUPLES,Premium
19274,YOUNG SINGLES/COUPLES,Mainstream
19275,MIDAGE SINGLES/COUPLES,Mainstream
19276,YOUNG SINGLES/COUPLES,Mainstream
19277,OLDER SINGLES/COUPLES,Mainstream
19278,OLDER SINGLES/COUPLES,Mainstream
19279,RETIREES,Mainstream
19280,MIDAGE SINGLES/COUPLES,Mainstream
19281,RETIREES,Mainstream
19282,RETIREES,Mainstream
19283,MIDAGE SINGLES/COUPLES,Mainstream
19284,OLDER SINGLES/COUPLES,Budget
19285,RETIREES,Budget
19286,YOUNG SINGLES/COUPLES,Mainstream
19288,RETIREES,Mainstream
19289,RETIREES,Premium
19290,MIDAGE SINGLES/COUPLES,Mainstream
19291,YOUNG SINGLES/COUPLES,Mainstream
19292,OLDER SINGLES/COUPLES,Budget
19293,YOUNG FAMILIES,Budget
19294,RETIREES,Budget
19295,OLDER SINGLES/COUPLES,Mainstream
19296,RETIREES,Mainstream
19298,RETIREES,Budget
19299,RETIREES,Premium
19300,YOUNG FAMILIES,Premium
19301,YOUNG SINGLES/COUPLES,Mainstream
19302,OLDER FAMILIES,Mainstream
19303,YOUNG FAMILIES,Premium
19304,RETIREES,Budget
19305,OLDER SINGLES/COUPLES,Budget
19306,YOUNG SINGLES/COUPLES,Mainstream
19307,YOUNG FAMILIES,Budget
19308,YOUNG SINGLES/COUPLES,Mainstream
19309,YOUNG SINGLES/COUPLES,Mainstream
19310,OLDER SINGLES/COUPLES,Mainstream
19312,YOUNG SINGLES/COUPLES,Mainstream
19313,NEW FAMILIES,Budget
19314,OLDER SINGLES/COUPLES,Mainstream
19315,YOUNG SINGLES/COUPLES,Budget
19316,RETIREES,Budget
19317,YOUNG FAMILIES,Mainstream
19318,OLDER SINGLES/COUPLES,Premium
19319,RETIREES,Mainstream
19320,YOUNG SINGLES/COUPLES,Mainstream
19321,OLDER FAMILIES,Budget
19322,YOUNG FAMILIES,Mainstream
19323,OLDER FAMILIES,Premium
19324,MIDAGE SINGLES/COUPLES,Mainstream
19325,YOUNG SINGLES/COUPLES,Premium
19326,YOUNG FAMILIES,Budget
19327,NEW FAMILIES,Budget
19328,YOUNG FAMILIES,Premium
19329,YOUNG FAMILIES,Budget
19330,YOUNG FAMILIES,Mainstream
19331,YOUNG SINGLES/COUPLES,Mainstream
19332,YOUNG SINGLES/COUPLES,Budget
19333,RETIREES,Budget
19334,RETIREES,Mainstream
19335,YOUNG SINGLES/COUPLES,Budget
19336,MIDAGE SINGLES/COUPLES,Mainstream
19337,YOUNG SINGLES/COUPLES,Mainstream
19338,OLDER SINGLES/COUPLES,Mainstream
19339,OLDER SINGLES/COUPLES,Budget
19340,YOUNG FAMILIES,Premium
19341,RETIREES,Premium
19342,OLDER FAMILIES,Budget
19343,MIDAGE SINGLES/COUPLES,Mainstream
19344,YOUNG FAMILIES,Premium
19345,YOUNG FAMILIES,Mainstream
19346,OLDER FAMILIES,Budget
19347,OLDER SINGLES/COUPLES,Budget
19348,OLDER SINGLES/COUPLES,Premium
19349,RETIREES,Premium
19350,OLDER SINGLES/COUPLES,Premium
20000,YOUNG SINGLES/COUPLES,Mainstream
20001,YOUNG SINGLES/COUPLES,Mainstream
20004,RETIREES,Premium
20006,OLDER SINGLES/COUPLES,Budget
20008,YOUNG FAMILIES,Premium
20011,YOUNG SINGLES/COUPLES,Mainstream
20012,YOUNG SINGLES/COUPLES,Mainstream
20013,RETIREES,Budget
20014,YOUNG SINGLES/COUPLES,Budget
20015,OLDER SINGLES/COUPLES,Budget
20016,OLDER SINGLES/COUPLES,Mainstream
20017,YOUNG FAMILIES,Mainstream
20018,YOUNG SINGLES/COUPLES,Mainstream
20019,RETIREES,Budget
20021,OLDER SINGLES/COUPLES,Mainstream
20023,MIDAGE SINGLES/COUPLES,Mainstream
20025,MIDAGE SINGLES/COUPLES,Mainstream
20026,YOUNG SINGLES/COUPLES,Mainstream
20028,YOUNG SINGLES/COUPLES,Budget
20029,RETIREES,Mainstream
20030,RETIREES,Premium
20031,YOUNG SINGLES/COUPLES,Premium
20032,YOUNG SINGLES/COUPLES,Premium
20034,YOUNG SINGLES/COUPLES,Mainstream
20035,OLDER FAMILIES,Premium
20037,RETIREES,Budget
20038,NEW FAMILIES,Budget
20040,NEW FAMILIES,Premium
20042,YOUNG SINGLES/COUPLES,Mainstream
20043,OLDER SINGLES/COUPLES,Premium
20045,YOUNG SINGLES/COUPLES,Premium
20046,YOUNG FAMILIES,Budget
20047,RETIREES,Premium
20048,YOUNG SINGLES/COUPLES,Premium
20050,YOUNG FAMILIES,Mainstream
20051,YOUNG SINGLES/COUPLES,Premium
20053,YOUNG SINGLES/COUPLES,Premium
20054,YOUNG FAMILIES,Budget
20055,YOUNG SINGLES/COUPLES,Premium
20056,MIDAGE SINGLES/COUPLES,Budget
20057,MIDAGE SINGLES/COUPLES,Mainstream
20058,RETIREES,Premium
20060,MIDAGE SINGLES/COUPLES,Mainstream
20062,YOUNG SINGLES/COUPLES,Mainstream
20066,YOUNG FAMILIES,Mainstream
20067,YOUNG SINGLES/COUPLES,Mainstream
20068,OLDER FAMILIES,Budget
20070,MIDAGE SINGLES/COUPLES,Mainstream
20071,OLDER SINGLES/COUPLES,Mainstream
20072,RETIREES,Budget
20073,OLDER SINGLES/COUPLES,Budget
20074,MIDAGE SINGLES/COUPLES,Premium
20075,RETIREES,Premium
20076,MIDAGE SINGLES/COUPLES,Premium
20077,YOUNG SINGLES/COUPLES,Mainstream
20078,OLDER FAMILIES,Budget
20079,YOUNG SINGLES/COUPLES,Budget
20080,RETIREES,Premium
20081,YOUNG SINGLES/COUPLES,Budget
20083,OLDER SINGLES/COUPLES,Mainstream
20087,MIDAGE SINGLES/COUPLES,Premium
20088,YOUNG SINGLES/COUPLES,Premium
20089,YOUNG SINGLES/COUPLES,Budget
20090,YOUNG SINGLES/COUPLES,Mainstream
20092,RETIREES,Premium
20093,YOUNG SINGLES/COUPLES,Budget
20095,RETIREES,Premium
20096,YOUNG SINGLES/COUPLES,Premium
20098,NEW FAMILIES,Budget
20099,OLDER FAMILIES,Mainstream
20102,OLDER SINGLES/COUPLES,Premium
20105,RETIREES,Premium
20106,YOUNG SINGLES/COUPLES,Mainstream
20107,NEW FAMILIES,Premium
20108,RETIREES,Mainstream
20109,YOUNG SINGLES/COUPLES,Mainstream
20111,YOUNG SINGLES/COUPLES,Premium
20112,NEW FAMILIES,Budget
20114,RETIREES,Mainstream
20117,OLDER SINGLES/COUPLES,Budget
20118,YOUNG SINGLES/COUPLES,Mainstream
20119,RETIREES,Mainstream
20120,MIDAGE SINGLES/COUPLES,Budget
20122,NEW FAMILIES,Mainstream
20123,MIDAGE SINGLES/COUPLES,Premium
20124,YOUNG FAMILIES,Budget
20128,YOUNG FAMILIES,Premium
20129,YOUNG SINGLES/COUPLES,Budget
20131,YOUNG SINGLES/COUPLES,Budget
20132,OLDER FAMILIES,Budget
20133,OLDER SINGLES/COUPLES,Premium
20134,MIDAGE SINGLES/COUPLES,Budget
20136,NEW FAMILIES,Mainstream
20137,MIDAGE SINGLES/COUPLES,Mainstream
20140,MIDAGE SINGLES/COUPLES,Mainstream
20141,OLDER SINGLES/COUPLES,Mainstream
20142,RETIREES,Mainstream
20143,RETIREES,Premium
20144,YOUNG SINGLES/COUPLES,Budget
20145,RETIREES,Mainstream
20148,YOUNG SINGLES/COUPLES,Budget
20151,RETIREES,Budget
20153,MIDAGE SINGLES/COUPLES,Mainstream
20155,OLDER SINGLES/COUPLES,Mainstream
20156,OLDER SINGLES/COUPLES,Mainstream
20158,YOUNG FAMILIES,Mainstream
20159,OLDER SINGLES/COUPLES,Budget
20160,RETIREES,Budget
20161,RETIREES,Mainstream
20163,YOUNG FAMILIES,Premium
20164,MIDAGE SINGLES/COUPLES,Budget
20165,OLDER FAMILIES,Mainstream
20166,YOUNG SINGLES/COUPLES,Mainstream
20167,MIDAGE SINGLES/COUPLES,Mainstream
20170,MIDAGE SINGLES/COUPLES,Mainstream
20171,OLDER SINGLES/COUPLES,Premium
20172,YOUNG SINGLES/COUPLES,Premium
20173,YOUNG FAMILIES,Mainstream
20174,YOUNG FAMILIES,Budget
20175,YOUNG SINGLES/COUPLES,Premium
20176,RETIREES,Budget
20178,YOUNG SINGLES/COUPLES,Premium
20179,OLDER FAMILIES,Budget
20180,RETIREES,Mainstream
20181,MIDAGE SINGLES/COUPLES,Mainstream
20183,YOUNG SINGLES/COUPLES,Mainstream
20184,MIDAGE SINGLES/COUPLES,Mainstream
20185,RETIREES,Budget
20186,YOUNG SINGLES/COUPLES,Budget
20188,RETIREES,Premium
20191,MIDAGE SINGLES/COUPLES,Budget
20194,OLDER SINGLES/COUPLES,Budget
20195,YOUNG FAMILIES,Premium
20196,YOUNG FAMILIES,Budget
20198,MIDAGE SINGLES/COUPLES,Premium
20199,YOUNG SINGLES/COUPLES,Budget
20200,YOUNG SINGLES/COUPLES,Mainstream
20201,OLDER FAMILIES,Budget
20202,YOUNG SINGLES/COUPLES,Premium
20203,NEW FAMILIES,Budget
20204,YOUNG SINGLES/COUPLES,Budget
20207,YOUNG FAMILIES,Budget
20208,MIDAGE SINGLES/COUPLES,Mainstream
20209,YOUNG SINGLES/COUPLES,Budget
20210,RETIREES,Mainstream
20211,RETIREES,Mainstream
20212,YOUNG SINGLES/COUPLES,Mainstream
20214,OLDER SINGLES/COUPLES,Mainstream
20216,YOUNG SINGLES/COUPLES,Mainstream
20218,RETIREES,Mainstream
20219,YOUNG SINGLES/COUPLES,Premium
20220,RETIREES,Mainstream
20222,YOUNG SINGLES/COUPLES,Premium
20223,YOUNG SINGLES/COUPLES,Premium
20224,YOUNG SINGLES/COUPLES,Premium
20225,YOUNG FAMILIES,Mainstream
20227,YOUNG SINGLES/COUPLES,Mainstream
20228,OLDER FAMILIES,Premium
20229,OLDER SINGLES/COUPLES,Mainstream
20233,RETIREES,Mainstream
20235,YOUNG SINGLES/COUPLES,Budget
20236,YOUNG SINGLES/COUPLES,Mainstream
20239,RETIREES,Budget
20240,NEW FAMILIES,Mainstream
20241,MIDAGE SINGLES/COUPLES,Mainstream
20242,OLDER FAMILIES,Premium
20243,YOUNG FAMILIES,Mainstream
20244,YOUNG SINGLES/COUPLES,Mainstream
20245,OLDER SINGLES/COUPLES,Mainstream
20246,RETIREES,Mainstream
20247,OLDER SINGLES/COUPLES,Budget
20248,MIDAGE SINGLES/COUPLES,Budget
20251,OLDER SINGLES/COUPLES,Budget
20252,RETIREES,Premium
20254,OLDER SINGLES/COUPLES,Premium
20255,MIDAGE SINGLES/COUPLES,Mainstream
20258,YOUNG FAMILIES,Budget
20259,YOUNG SINGLES/COUPLES,Premium
20260,YOUNG SINGLES/COUPLES,Mainstream
20261,YOUNG SINGLES/COUPLES,Mainstream
20262,RETIREES,Budget
20264,RETIREES,Mainstream
20266,OLDER SINGLES/COUPLES,Premium
20267,YOUNG FAMILIES,Budget
20269,RETIREES,Mainstream
20271,OLDER SINGLES/COUPLES,Budget
20272,OLDER FAMILIES,Mainstream
20273,OLDER SINGLES/COUPLES,Mainstream
20274,YOUNG SINGLES/COUPLES,Budget
20277,YOUNG SINGLES/COUPLES,Budget
20282,NEW FAMILIES,Premium
20285,YOUNG SINGLES/COUPLES,Premium
20287,OLDER FAMILIES,Premium
20288,RETIREES,Mainstream
20289,MIDAGE SINGLES/COUPLES,Premium
20292,OLDER FAMILIES,Budget
20293,RETIREES,Budget
20294,YOUNG SINGLES/COUPLES,Premium
20295,YOUNG FAMILIES,Mainstream
20296,YOUNG FAMILIES,Budget
20298,YOUNG SINGLES/COUPLES,Budget
20299,MIDAGE SINGLES/COUPLES,Premium
20300,OLDER SINGLES/COUPLES,Mainstream
20302,YOUNG FAMILIES,Budget
20303,OLDER SINGLES/COUPLES,Mainstream
20304,OLDER SINGLES/COUPLES,Premium
20307,MIDAGE SINGLES/COUPLES,Mainstream
20308,YOUNG SINGLES/COUPLES,Mainstream
20309,OLDER FAMILIES,Mainstream
20310,OLDER FAMILIES,Budget
20311,MIDAGE SINGLES/COUPLES,Budget
20312,YOUNG SINGLES/COUPLES,Mainstream
20313,RETIREES,Budget
20314,OLDER FAMILIES,Budget
20315,YOUNG SINGLES/COUPLES,Mainstream
20316,YOUNG FAMILIES,Mainstream
20317,YOUNG SINGLES/COUPLES,Budget
20318,YOUNG FAMILIES,Budget
20321,YOUNG SINGLES/COUPLES,Budget
20322,RETIREES,Mainstream
20323,OLDER FAMILIES,Budget
20324,YOUNG SINGLES/COUPLES,Budget
20325,NEW FAMILIES,Budget
20328,YOUNG SINGLES/COUPLES,Premium
20329,MIDAGE SINGLES/COUPLES,Budget
20331,RETIREES,Premium
20332,YOUNG FAMILIES,Budget
20333,RETIREES,Mainstream
20335,RETIREES,Budget
20336,YOUNG SINGLES/COUPLES,Mainstream
20337,OLDER FAMILIES,Budget
20338,MIDAGE SINGLES/COUPLES,Budget
20339,RETIREES,Premium
20341,MIDAGE SINGLES/COUPLES,Mainstream
20342,YOUNG SINGLES/COUPLES,Budget
20344,YOUNG SINGLES/COUPLES,Premium
20345,OLDER SINGLES/COUPLES,Budget
20346,YOUNG SINGLES/COUPLES,Premium
20348,YOUNG SINGLES/COUPLES,Mainstream
20351,RETIREES,Budget
20353,YOUNG SINGLES/COUPLES,Mainstream
20354,OLDER SINGLES/COUPLES,Premium
20356,OLDER SINGLES/COUPLES,Mainstream
20357,MIDAGE SINGLES/COUPLES,Mainstream
20358,YOUNG SINGLES/COUPLES,Premium
20359,OLDER FAMILIES,Budget
20361,OLDER SINGLES/COUPLES,Premium
20362,YOUNG SINGLES/COUPLES,Budget
20363,OLDER FAMILIES,Mainstream
20364,RETIREES,Mainstream
20365,OLDER SINGLES/COUPLES,Mainstream
20367,YOUNG SINGLES/COUPLES,Budget
20368,OLDER SINGLES/COUPLES,Budget
20369,YOUNG FAMILIES,Mainstream
20371,YOUNG SINGLES/COUPLES,Mainstream
20372,RETIREES,Budget
20374,OLDER FAMILIES,Budget
20375,YOUNG SINGLES/COUPLES,Mainstream
20377,OLDER SINGLES/COUPLES,Mainstream
20378,OLDER SINGLES/COUPLES,Budget
20379,YOUNG SINGLES/COUPLES,Premium
20380,OLDER FAMILIES,Mainstream
20381,OLDER FAMILIES,Budget
20383,YOUNG SINGLES/COUPLES,Budget
20385,RETIREES,Mainstream
20386,MIDAGE SINGLES/COUPLES,Mainstream
20388,YOUNG SINGLES/COUPLES,Mainstream
20389,NEW FAMILIES,Mainstream
20391,YOUNG SINGLES/COUPLES,Budget
20392,RETIREES,Budget
20396,YOUNG SINGLES/COUPLES,Premium
20398,OLDER FAMILIES,Mainstream
20399,OLDER SINGLES/COUPLES,Mainstream
20401,NEW FAMILIES,Budget
20402,RETIREES,Mainstream
20403,YOUNG SINGLES/COUPLES,Mainstream
20405,RETIREES,Mainstream
20406,MIDAGE SINGLES/COUPLES,Mainstream
20407,YOUNG SINGLES/COUPLES,Budget
20408,OLDER FAMILIES,Mainstream
20411,RETIREES,Premium
20412,YOUNG SINGLES/COUPLES,Mainstream
20413,YOUNG SINGLES/COUPLES,Mainstream
20414,YOUNG SINGLES/COUPLES,Budget
20415,NEW FAMILIES,Budget
20416,OLDER SINGLES/COUPLES,Budget
20418,MIDAGE SINGLES/COUPLES,Budget
20419,OLDER SINGLES/COUPLES,Mainstream
20420,OLDER SINGLES/COUPLES,Premium
20421,MIDAGE SINGLES/COUPLES,Mainstream
20422,YOUNG SINGLES/COUPLES,Mainstream
20423,YOUNG SINGLES/COUPLES,Budget
20426,YOUNG SINGLES/COUPLES,Budget
20427,YOUNG SINGLES/COUPLES,Mainstream
20428,YOUNG SINGLES/COUPLES,Premium
20429,OLDER SINGLES/COUPLES,Budget
20430,YOUNG SINGLES/COUPLES,Mainstream
20431,YOUNG SINGLES/COUPLES,Mainstream
20433,MIDAGE SINGLES/COUPLES,Premium
20434,RETIREES,Budget
20435,YOUNG SINGLES/COUPLES,Premium
20436,YOUNG SINGLES/COUPLES,Mainstream
20437,RETIREES,Budget
20438,OLDER SINGLES/COUPLES,Budget
20440,MIDAGE SINGLES/COUPLES,Premium
20441,OLDER SINGLES/COUPLES,Premium
20442,RETIREES,Budget
20443,OLDER SINGLES/COUPLES,Budget
20444,RETIREES,Budget
20446,OLDER FAMILIES,Premium
20447,OLDER SINGLES/COUPLES,Premium
20449,OLDER FAMILIES,Premium
20450,OLDER SINGLES/COUPLES,Budget
20454,YOUNG SINGLES/COUPLES,Mainstream
20455,YOUNG SINGLES/COUPLES,Budget
20456,OLDER SINGLES/COUPLES,Mainstream
20457,OLDER SINGLES/COUPLES,Premium
20458,YOUNG FAMILIES,Premium
20459,YOUNG SINGLES/COUPLES,Budget
20462,RETIREES,Mainstream
20464,MIDAGE SINGLES/COUPLES,Premium
20465,OLDER SINGLES/COUPLES,Mainstream
20467,YOUNG SINGLES/COUPLES,Budget
20469,OLDER FAMILIES,Premium
20470,YOUNG SINGLES/COUPLES,Budget
20471,YOUNG SINGLES/COUPLES,Mainstream
20474,NEW FAMILIES,Budget
20475,RETIREES,Premium
20477,OLDER SINGLES/COUPLES,Budget
20479,OLDER FAMILIES,Budget
20480,YOUNG SINGLES/COUPLES,Mainstream
20481,OLDER SINGLES/COUPLES,Budget
20484,YOUNG SINGLES/COUPLES,Mainstream
20486,MIDAGE SINGLES/COUPLES,Budget
20487,NEW FAMILIES,Budget
20490,NEW FAMILIES,Budget
20491,YOUNG SINGLES/COUPLES,Budget
20492,OLDER SINGLES/COUPLES,Premium
20496,OLDER FAMILIES,Mainstream
20497,RETIREES,Mainstream
20501,RETIREES,Mainstream
20503,RETIREES,Mainstream
20504,YOUNG FAMILIES,Budget
20505,YOUNG SINGLES/COUPLES,Mainstream
20506,RETIREES,Premium
21001,RETIREES,Budget
21002,RETIREES,Mainstream
21003,YOUNG FAMILIES,Mainstream
21004,OLDER SINGLES/COUPLES,Budget
21005,YOUNG FAMILIES,Budget
21006,OLDER FAMILIES,Budget
21007,RETIREES,Premium
21008,YOUNG FAMILIES,Budget
21009,RETIREES,Budget
21012,YOUNG SINGLES/COUPLES,Premium
21014,YOUNG SINGLES/COUPLES,Mainstream
21015,YOUNG SINGLES/COUPLES,Mainstream
21017,YOUNG FAMILIES,Premium
21018,YOUNG SINGLES/COUPLES,Budget
21019,OLDER SINGLES/COUPLES,Mainstream
21020,YOUNG SINGLES/COUPLES,Mainstream
21021,RETIREES,Premium
21024,OLDER SINGLES/COUPLES,Mainstream
21025,YOUNG SINGLES/COUPLES,Mainstream
21026,YOUNG FAMILIES,Budget
21027,OLDER FAMILIES,Mainstream
21031,YOUNG SINGLES/COUPLES,Budget
21032,MIDAGE SINGLES/COUPLES,Mainstream
21033,OLDER SINGLES/COUPLES,Mainstream
21035,RETIREES,Mainstream
21037,RETIREES,Mainstream
21038,MIDAGE SINGLES/COUPLES,Mainstream
21039,YOUNG FAMILIES,Budget
21041,OLDER SINGLES/COUPLES,Mainstream
21042,OLDER SINGLES/COUPLES,Premium
21043,RETIREES,Mainstream
21044,YOUNG SINGLES/COUPLES,Premium
